စဉ်,"ကုမ္ပဏီအမည်
",ခွင့်ပြုမိန့်/ အတည်ပြုမိန့်အမှတ်,ရင်းနှီးမြှုပ်နှံမှု ပုံစံ,လုပ်ငန်းအမျိုးအစား, လုပ်ငန်းတည်နေရာ,"ရင်းနှီးမြှုပ်နှံမှု
စုစုပေါင်း ပမာဏ(USD in Million)",ထုတ်ကုန် အမျိုးအစား,ကုန်ကြမ်း အမျိုးအစား,ရင်းနှီးတိုး,ရင်းနှီးလျော့,"YRIC 
အစည်းအဝေး", ဝန်ထမ်း,, ဝန်ထမ်း,,"ရင်းနှီးမြှုပ်နှံမှု
သက်တမ်း",နိုင်ငံ,မှတ်ချက်,ဆက်သွယ်ရမည့်အမည်/ဖုန်းနံပါတ်,"ကုမ္ပဏီမှတ်ပုံတင်
အမှတ်",ရင်းနှီးမြှုပ်နှံမှုကဏ္ဍ,ဘဏ် ငွေစာရင်းအမှတ် နှင့် ဘဏ်အမည်,မြေဧရိယာ ,"မြေဧရိယာ 
တိုး","မြေဧရိယာ 
လျော့ချ"," အတည်ပြုမိန့်
ပြည်လည်
အပ်နှံခြင်း",လတ္တီကျူ/ လောင်ဂျီကျူ,စီးပွားဖြစ်စ,တည်ဆောက်ရေးကာလ,ရင်းနှီးမြှုပ်နှံသူ/ ကမကထအမည်ပြောင်း,"အတည်ပြုမိန့် မူရင်းနှင့်
 ဆုံးဖြတ်ချက်မူရင်း
ပြန်လည်အပ်နှံခြင်း"
၃၀,"Oriental Peak Industrial Company Limited  (China)
","အတည်ပြုမိန့်
 ရကတ- ၀၃၄/၂၀၁၈
 (၇.၃.၂၀၁၈)",,CMP စနစ်ဖြင့် အိတ်အမျိုးမျိုး ချုပ်လုပ် ခြင်းလုပ်ငန်း ,"​မြေကွက်အမှတ် D 4 မြေတိုင်းရပ် ကွက်အမှတ် ၂၁၊ မြစိမ်းရောင် စက်မှုဇုန်၊ လှိုင်သာယာမြို့နယ်၊ ရန်ကုန်တိုင်း ဒေသကြီး မှ ​မြေကွက်အမှတ်၄၆၅၊ မြေတိုင်းရပ် ကွက်အမှတ် စက်မှုဇုန်-၅၊ လှိုင်သာယာမြို့နယ်၊
 ရန်ကုန်တိုင်း ဒေသကြီးသို့ပြောင်းရွေ့",၁.,,,0.976,,"1/2021
20-1-2021",၂၆၇,၁၅,၅၂၆,,၁၅,China,,"မသီရိထွန်း
၀၉-၉၈၈၈၁၄၁၂၅",,,,"၀.၁၈၃ ဧက
(၇၄၀.၅၇)
စတုရန်းမီတာ",,,,"16°59'08.6""N 96°03'34.5""E",,,,
၃၁,"Impak Gear Myanmar Limited  (China)
","အတည်ပြုမိန့်
ရကတ- ၀၃၅/၂၀၁၈
 (၇.၃.၂၀၁၈) ",,CMP စနစ်ဖြင့် လက်ကိုင် အိတ် အမျိုးမျိုး နှင့် ခရီး ဆောင်အိတ်ချုပ်လုပ်ခြင်း လုပ်ငန်း,မြေကွက်အမှတ် ၂၀၃ နှင့် ၂၁၅၊ မြေတိုင်းရပ်ကွက် အမှတ် ၄၉ ဝါးတစ်ရာ စက်မှုဇုန် ၊ ရွေပြည်သာ မြို့နယ်၊ ရန်ကုန်တိုင်း ဒေသကြီး,၀.၅၁၁,,,,,,၆၅၉,၁၅,,,၂၅,China,,၀၉-၈၈၄၅၂၉၉၃၀,,,,,,,,,,,,
၃၂,"Linda & Joe's International 
Company Limited (Taiwan)

","အတည်ပြုမိန့်
 ရကတ- ၀၃၆/၂၀၁၈
 (၂၁-၃-၂၀၁၈)",,CMP စနစ်ဖြင့် အဝတ် အထည် အမျိုးမျိုး ချုပ်လုပ်ခြင်းလုပ်ငန်း ,"မြေကွက်အမှတ် ၄၄ မြေတိုင်းရပ်ကွက် အမှတ် ၁၉/၂မြောက်ဥက္ကလာပ မြို့နယ်၊ ရန်ကုန်တိုင်း ဒေသကြီး
"," ၀.၇၈၄ 
",,,,,,၃၀၃,၅,,,၂၃,Taiwan,,"Ms. Hsiung, Hui-Chuan  
၀၉-၄၂၁၀၁၆၇၉၈",,,,,,,,"17°10'04.1""N 95°59'17.1""E",,,,
၃၃,"Myanmar Autumn & Champagne Garments & Textile Company Limited (China)

","အတည်ပြုမိန့်
 ရကတ- ၀၃၇/၂၀၁၈
(၂၁-၃-၂၀၁၈)",,CMP စနစ်ဖြင့်အဝတ် အထည် အမျိုးမျိုးချုပ်လုပ် ခြင်း လုပ်ငန်း ,"မြေကွက်အမှတ် ၃၆၇၊ ၃၆၈၊ ၃၆၉ မြောင်းတကာသံမဏိ စက်မှုဇုန်၊ မှော်ဘီမြို့နယ်၊ ရန်ကုန်တိုင်း ဒေသ ကြီး
"," ၅.၀၀၀
",,,,,,,,,,,China,,"Mr. Wugang, Director.09421016798",,,,,,,,"16°54'18.3""N 96°04'13.0""E",,,,
၃၄,"(Hanson  Garment Manufacturing Co., Ltd) 
Yoyika Garment Co., Ltd (China)ပြောင်း


","အတည်ပြုမိန့်
ရကတ- ၀၃၈/၂၀၁၈",,CMP စနစ်ဖြင့် အဝတ် အထည် အမျိုးမျိုး ချုပ်လုပ် ခြင်းလုပ်ငန်း ,"မြေကွက် အမှတ် ၃၃၉ မြေတိုင်း ရပ်ကွက်အမှတ်၂၅၊လှိုင်သာယာ မြို့နယ်၊ ရန်ကုန်တိုင်း ဒေသကြီး
","  ၀.၄၈၈ 
",,,,,"အမည်ပြောင်း
21-2019
30-12-2019",၆၀၄,၁၀,,,၃၀,China,,9778430098,,,,,,,,"16°59'46.2""N 96°04'53.1""E",,,,
၃၅,"Global Wealth International Limited.
(China)

","အတည်ပြုမိန့်
 ရကတ- ၀၃၉/၂၀၁၈
  (၂၁-၃-၂၀၁၈)",,CMP ​စနစ်ဖြင့်အိတ်၊ လက်ဆွဲ အိတ်နှင့်ခေါက်ပိုက်ဆံအိတ် အမျိုးမျိုး ချုပ်လုပ် ခြင်းလုပ်ငန်း,"မြေကွက်အမှတ် ၃၉၊  မြေတိုင်း ရပ်ကွက်အမှတ် ၅၀ (သာဓု ကန် စက်မှုဇုန်) ၊ရွေပြည် သာမြို့နယ်၊ ရန်ကုန်တိုင်းဒေ သကြီး မှ 
မြေကွက်အမှတ် ၂၄၇ ၊  မြေတိုင်း ရပ်ကွက်အမှတ် ၄၂ ၊ ရွှေပြည်သာ စက်မှုဇုန်) ၊ရွေပြည်သာမြို့နယ်၊ ရန်ကုန်တိုင်းဒေ သကြီး သို့ပြောင်းရွေ့","အမေရိကန်
ဒေါ်လာ  ၁.၂၀၂ သန်း",,,0.597,,"13/2019
13-8-2019
မတည်တိုး
2/2022
23-2-2022
အရပ်ဒေသ
ပြောင်း",၅၈၁,၂၀,၁၀၀၀,၅၀,၃၀,China,,9785661573,,,,"၀.၂၄၅ ဧက
(၉၉၁.၄၈)
စတုရန်းမီတာ",,,,"16°51'50.3""N 96°02'24.2""E",,,,
၃၆,Myanmar Fortune Fashion  Company Limited.(China) ,"အတည်ပြုမိန့်
ရကတ-  ၀၄၀/၂၀၁၈
 (၂၁-၃-၂၀၁၈)",,CMP စနစ်ဖြင့် အဝတ်အထည် အမျိုးမျိုးချုပ်လုပ်ခြင်းလုပ်ငန်း ,​မြေကွက်အမှတ် ၈၁ မြေတိုင်း ရပ်ကွက် အမှတ် ၁၄၊  (ရွှေသံလွင်) လှိုင်သာယာ မြို့နယ်၊ ရန်ကုန်တိုင်း ဒေသကြီး,"အမေရိကန်
ဒေါ်လာ  ၂.၀၀၀ သန်း",,,,,"YRIC 11/2022
25-11-2022
ရင်းနှီးမြှုပ်နှံသူ
အမည်/လိပ်စာ ပြောင်း",၁၀၆၈,၁၅,,,၅၀,China,,"ဒေါ်သန်းသန်းအေး
၀၉-၅၀၁၉၇၄၀",109963585 (24-1-2018),စက်မှု,"ICBC bank (Yangon Branch), A/C No.","၁.၇၄၀ ဧက 
(၇၀၄၁.၅၃၆
စတုရန်းမီတာ)",,,,"16.9146545, 96.0734296",၂၅-၂-၂၀၁၉,,,
၃၇,"Polly HK Company limited
(China)
","အတည်ပြုမိန့် ရကတ- ၀၄၅/၂၀၁၈
(၁၁-၄-၂၀၁၈)",,​အထည်အမျိုးမျိုးနှင့် အဝတ် အထည်များကို လျှော်ဖွတ် သန့်စင်ခြင်း ဝန်ဆောင်မှု လုပ်ငန်း,မြေကွက်အမှတ် ၃၀၁   မြေတိုင်းရပ်ကွက်အမှတ် ၂၅(ရွှေလင်ပန်းစက်မှုဇုန်)၊ လှိုင် သာယာမြို့နယ်၊ ရန်ကုန်တိုင်း ဒေသကြီး,"အမေရိကန်
ဒေါ်လာ  ၀.၄၈၈ သန်း",,,,,,၂၀၀,၃,,,၃၀,China,,၀၉-၆၅၇၆၂၁၁၆၀,,,,,,,,,,,,
၃၈,"MCSLCO(Yangon) Company limited (China)

","အတည်ပြုမိန့်  ရကတ- ၀၄၆/၂၀၁၈
 (၁၁-၄-၂၀၁၈)",,"CMP Basic Manufacturing of Binoculars, Spotting Scopes and Prism & Lens ထုတ် လုပ် ခြင်းလုပ်ငန်း​ ",မြေကွက်အမှတ် ၁၂၉   မြေတိုင်းရပ်ကွက် အမှတ် ၁၁၃၊ ဒဂုံမြို့သစ်အရှေ့ပိုင်း မြို့နယ်၊ စက်မှုမြို့၊  ရန်ကုန်တိုင်း ဒေသကြီး,"အမေရိကန်
ဒေါ်လာ  ၁.၂၀၂ သန်း",,,,,,,,,,၂၀,China,"ဖျက်သိမ်း
(ပြန်သွား)","ဦးဆန်းဝင်းထွန်း
၀၉-၇၉၃၆၇၅၃၇၁",,,,,,,,,,,,
၃၉,"Sonlinmas Wood Panel  Company limited (Malaysia)

soonlinmas Wood Panel Co., Ltd.","အတည်ပြုမိန့်  ရကတ- ၀၄၈/၂၀၁၈
 (၁၁-၄-၂၀၁၈)",,​ရာဘာသစ်အသုံးပြု၍ သစ်ပါးလွှာနှင့် အထပ်သား ထုတ်လုပ်ခြင်းနှင့် ဖြန့်ဖြူး ခြင်းလုပ်ငန်း ,မြေကွက်အမှတ် ၁၈၁ ၊ မြေတိုင်းရပ်ကွက်အမှတ် မြောင်းတကာ သံမဏိ မှောဘီမြို့နယ်၊ ရန်ကုန် တိုင်းဒေသကြီး,"အမေရိကန် ဒေါ်လာ
   ၀.၅၀၀ သန်း",,,,,,၁၀၀,၆,,,၅၀,Malaysia,,"ဦးအောင်ကိုဦး
၀၉-၇၈၅၁၀၃၃၂၀",,,,,,,,,,,,
၄၀,"Myanmar  Hua Yue Garment Co.,Ltd (China)
","အတည်ပြုမိန့်  ရကတ- ၀၄၉/၂၀၁၈
(၃၀-၄-၂၀၁၈)",,CMP စနစ်ဖြင့် အဝတ်အထည် အမျိုးမျိုး ချုပ်လုပ်ခြင်းလုပ်ငန်း,ဦးပိုင်အမှတ် ၁/၂ခ၊ကွင်းအမှတ် ၆၃၂ ဇင်ပြွန်းကုန်းကွင်း၊ ကုလားကုန်းကျေးရွာ၊ မှော်ဘီမြို့နယ်၊ ရန်ကုန်တိုင်း ဒေသကြီး ,"အမေရိကန် 
ဒေါ်လာ  ၂.၆၉၂ သန်း",,,2.5*,,"6/2020
29-4-2020",၁၀၇၀,၂၄,၇၀၀,၆,၃၀,China,,"ဒေါ်ခင်ဥမ္မာ
၀၉-၅၀၂၉၅၆၆",,,,"၂.၉၀ ဧက 
11735.894 
စတုရန်းမီတာ",,,,,,,,
၄၁,"Huaxin Times Textile and Clothing Company Limited
","အတည်ပြုမိန့်  ရကတ- ၀၅၀/၂၀၁၈
 (၂၃-၅-၂၀၁၈)",,CMP စနစ်ဖြင့် အဝတ်အထည် အမျိုးမျိုးချုပ်လုပ်ခြင်း လုပ်ငန်း ,မြေကွက်အမှတ် ၁၁၆၊ မြေတိုင်း ရပ်ကွက် အမှတ်-အပိုင်း(၄)၊ စက်မှု ဇုန်၊လှိုင်သာယာမြို့နယ်၊ ရန်ကုန်တိုင်း ဒေသကြီး,၁.၅၆၉,,,,,,,,,,,,,"ဦးသက်ထွေး
၀၉-၄၂၂၅၄၄၀၈၈",,,,,,,,"16°55'11.8""N 96°04'13.0""E",,,,
၄၂,"Hengrun Garment Co.,Ltd
","အတည်ပြုမိန့် အမှတ် ရကတ-၀၅၂/၂၀၁၈
(၁၃-၆-၂၀၁၈)",,CMP စနစ်ဖြင့် အဝတ်အထည် အမျိုးမျိုးချုပ်လုပ်ခြင်းလုပ်ငန်း ,မြေကွက်အမှတ်(၂၇၈/ ၁၁+ ၁၄)၊ မြေတိုင်းရပ်ကွက် အမှတ်-၂၅၊ ရွှေလင်ပန်း စက်မှု မြို့၊ လှိုင်သာယာမြို့နယ်၊ ရန်ကုန်တိုင်း,၀.၅၅,,,,,,၈၄၁,၁၃,,,၁၀,,,မမျိုးမျိူးဆွေ 09765141982,,,,,,,,"16°39'57.9""N 96°17'26.4""E",,,,
၄၃,"Global Hanger Co., Ltd
","အတည်ပြုမိန့်အမှတ်
ရကတ-၀၅၆/၂၀၁၈
(၁၃-၆-၂၀၁၈)",,CMP စနစ်ဖြင့် ချိတ်အမျိုးမျိုး ထုတ် လုပ်ခြင်းလုပ်ငန်း ,မြေကွက်အမှတ် ၁၀၈၊ မြေတိုင်းရပ်ကွက်အမှတ် သီလဝါစက်မှုဇုန်၊ သန်လျင်- ကျောက်တန်းမြို့နယ်၊ ရန်ကုန် တိုင်း ,၁.၅၅၄,,,,,"YRIC 12-2022
14-12-2022
ကုန်ကြမ်းအမျိုးအစား ထပ်မံတိုးမြှင့်တင်သွင်းခွင့်  ",၆၆,၁၅,,,၂၅,ဗီယက်နမ်,,၀၉-၇၈၇၉၇၈၇၉၈,118393651,Industry,"CB Bank
001010-1200-731455","၂.၅၁၇ ဧက
၁၀၁၈၅.၉၃၈
စတုရန်းမီတာ",,,,"16.66615,96.29069",2/10/2018,,,
၄၄,"Fuxin Fuyi Industry Co.,Ltd
FIL 100%
","အတည်ပြုမိန့် အမှတ်
ရကတ-၀၅၇/၂၀၁၈
(၁၃-၆-၂၀၁၈)",,CMP စနစ်ဖြင့် အဝတ်အထည် အမျိုးမျိုး ချုပ်လုပ်ခြင်းလုပ်ငန်း,ရန်ကုန်တိုင်းဒေသကြီး၊ ဒဂုံ မြို့သစ်အရှေ့ပိုင်းမြို့နယ်၊ စက်မှု ဇုန် ၊ မြေတိုင်းရပ်ကွက် အမှတ်-၁၁၂၊ မြေကွက်အမှတ် ၂၉ ,၀.၇,,,0.75,,"3/2022
23-3-2022",၃၁၀,၂,၆၉၀,၆,၃၀,,,"ဒေါ်မေသင်္ကြန်
၀၉-၄၂၁၁၆၇၁၉၂",,,,,,,,,,,,
၄၅,"Bolly (Hong Kong) Co.,Ltd

","အတည်ပြုမိန့်အမှတ်
ရကတ-၀၅၈/၂၀၁၈
(၁၃-၆-၂၀၁၈)",,"အတည်ပြုမိန့်အမှတ်
ရကတ-၀၅၈/၂၀၁၈
(၁၃-၆-၂၀၁၈)","CMP စနစ်ဖြင့်ဖိနပ် အမျိုးအမျိုး ချုပ်လုပ်ခြင်း လုပ်ငန်း
ဦးပိုင်အမှတ်-၂၆၊ ၂၈/က-၁၊ ကွင်း အမှတ် ၅၆၀c ၊ လိပ္ပုတ် ကျေးရွာအုပ်စု၊ မှော်ဘီမြို့ ",၄.၅၁၄,,,,,,၁၁၆၃,၂၀,,,၅၀,,,"ဒေါ်သန့်မြတ်ဝင်း(မန်နေဂျာ)
၀၉၄၃၁၃၁၈၃၈",,,,,,,,"16°54'50.7""N 96°03'54.9""E",,,,
၄၆,"TMR (Myanmar) Apparel Co.,Ltd
","အတည်ပြုမိန့် အမှတ်
ရကတ-၀၆၀/၂၀၁၈
(၁၃-၆-၂၀၁၈)",,CMP စနစ်ဖြင့် အဝတ်အထည် အမျိုးမျိုးချုပ်လုပ်ခြင်းလုပ်ငန်း,မြေကွက်အမှတ်(၂၇၈/၁၂)၊မြေတိုင်းရပ် ကွက်အမှတ် (၂၅)ရွှေလင်ပန်း စက်မှုမြို့ လှိုင်သာယာမြို့နယ်  ,၃.၃၇၈,,,,,,၆၄၇,၃၁,,,၁၀,,မီးလောင်စာရင်းတွင်ပါဝင်ပါသည်၊,"‌ဒေါ်စန်းစန်းဌေး(မန်နေဂျာ)
၀၉၇၆၉၂၇၀၈၉၀",,,,,,,,,,,,
၄၇,"V-Top Industries Myanmar Ltd
","အတည်ပြုမိန့်အမှတ်
ရကတ-၀၆၁/၂၀၁၈
(၄-၇-၂၀၁၈)",,CMPစနစ်ဖြင့် အီလက်ထရော နစ် စနစ်ကိုအခြေခံ၍ စီမံထားသော ကစား စရာ၊ ပလပ်စတစ် ကစားစရာနှင့် ဆက်စပ်ပစ္စည်များ ထုတ် လုပ်ခြင်း လုပ်ငန်း,ရန်ကုန်တိုင်းဒေသကြီး၊ မှော်ဘီ မြို့နယ်၊ မြေတိုင်းရပ်ကွက် အမှတ်- မြောင်းတကာ၊ သံမဏိ စက်မှုဇုန်၊ မြေကွက်အမှတ် (၃၅၃),"အမေရိကန်
ဒေါ်လာ
၄.၀၅၀ သန်း",,,,,,၃၀၁,၃၂,,,၃၀,,,"Mr. Fu, Hsu-Hang 
၀၉-၄၂၀၁၇၄၂၄၀၊၀၉ ၉၆၅၉၇၉၇၈၂",,,,,,,,"16°51'51.2""N 96°03'02.2""E",,,,
၄၈,"Sunme Myanmar Industrial Ltd
","အတည်ပြုမိန့်အမှတ်
ရကတ-၀၆၂/၂၀၁၈
(၄-၇-၂၀၁၈)",,CMP စနစ်ဖြင့် အဝတ်အထည် အမျိုးမျိုး ချုပ်လုပ်ခြင်းလုပ်ငန်း,မြေကွက်အမှတ် ၁၀၆၊ မြေတိုင်း ရပ်ကွက် အမှတ် -၁၄၊ ရွှေသံလွင် စက်မှုဇုန်၊ လှိုင်သာ ယာမြို့နယ်၊ ရန်ကုန်တိုင်း ဒေသကြီး ,အမေရိကန် ဒေါ်လာ ၁.၃၁၇ သန်း,,,,,,၈၀၁,၃၀,,,၃၀,,,မအေးသီတာမြင့်09782138176,,,,,,,,"16°53'55.5""N 96°13'35.6""E",,,,
၄၉,"Global Ace Uniform Co., Ltd.

","အတည်ပြုမိန့်အမှတ်
ရကတ-၀၆၃/၂၀၁၈
(၄-၇-၂၀၁၈)",,CMP စနစ်ဖြင့်အဝတ်အထည် နှင့် လုံခြုံ ရေးသုံးအဝတ် အထည်များ ချုပ်လုပ်ခြင်း လုပ်ငန်း,မြေကွက်အမှတ်၁၂/၂၊ မြေတိုင်း ရပ်ကွက် အမှတ်-၁၀၉၊ စက်မှုဇုန်၊ ဒဂုံမြို့သစ် အရှေ့ပိုင်းမြို့နယ်၊ ရန်ကုန် တိုင်း ဒေသကြီး,အမေရိကန် ဒေါ်လာ ၀.၈၂၉ သန်း,,,,,,၆၀၀,၂၀,,,၃၀,,,"၀၉-၄၄၈၀၄၃၉၈၆
",,,,,,,,,,,,
